Isolate	YearMonth	year	month	species	final genotype	name	confidence	num QRDR	parC_S80I	gyrA_S83L	gyrA_S83A	gyrA_D87G	gyrA_D87N	gyrA_D87Y	ESBL	Quinolone	Other antimicrobial	Trimethoprim	Quinolone/Triclosan	Streptomycin	Sulfonamide	Tetracycline	Macrolide	Gentamicin	Chloramphenicol	Beta-lactamase (not ESBL or carbapenemase)	Beta-lactamase (unknown spectrum)	ESBL (AmpC type)	NC_007385_plasmid_cover	NC_009345_plasmid_cover	NC_009346_plasmid_cover	NC_009347_plasmid_cover	pKSR100_plasmid_cover	ipaH	VIRULENCE_PLASMID	CLUSTER	SEROTYPE	O_ANTIGEN	H_ANTIGEN
AUSMDU00009399	2016_11	2016	11	S. sonnei	3.7.29.1.2.1	Global III VN2.MSM2.Aus	strong	1	0	1	0	0	0	0	NA	gyrA_S83L	sat2	"dfrA1,dfrA17"	NA	"aadA1,aadA5,aph(3'')-Ib,aph(6)-Id"	"sul1,sul2"	tet(A)	"erm(B)*,mph(A)"	NA	NA	blaTEM-1	NA	NA	<10%	>90%	20-29%	<10%	>90%	+	0	CSS	SS	NA	NA
AUSMDU00009401	2016_11	2016	11	S. sonnei	3.7.29.1.2.1	Global III VN2.MSM2.Aus	strong	1	0	1	0	0	0	0	NA	gyrA_S83L	sat2	"dfrA1,dfrA17"	NA	"aadA1,aadA5,aph(3'')-Ib,aph(6)-Id"	"sul1,sul2"	tet(A)	"erm(B)*,mph(A)"	NA	NA	blaTEM-1	NA	NA	<10%	>90%	20-29%	<10%	>90%	+	0	CSS	SS	NA	NA
AUSMDU00009404	2016_11	2016	11	S. sonnei	2.1.7	-	strong	0	0	0	0	0	0	0	NA	NA	NA	dfrA14	NA	NA	sul2	NA	NA	NA	NA	blaTEM-1	NA	NA	<10%	30-39%	>90%	>90%	10-19%	+	0	CSS	SS	NA	NA
AUSMDU00009405	2016_11	2016	11	S. sonnei	2.1.7	-	strong	0	0	0	0	0	0	0	NA	NA	NA	dfrA14	NA	NA	sul2	NA	NA	NA	NA	blaTEM-1	NA	NA	<10%	30-39%	>90%	>90%	10-19%	+	0	CSS	SS	NA	NA
AUSMDU00010006	2016_11	2016	11	S. sonnei	3.7.29.1.2.1	Global III VN2.MSM2.Aus	strong	1	0	1	0	0	0	0	NA	gyrA_S83L	sat2	"dfrA1,dfrA17"	NA	"aadA1,aadA5,aph(3'')-Ib,aph(6)-Id"	"sul1,sul2"	NA	"erm(B)*,mph(A)"	NA	NA	blaTEM-1	NA	NA	60-69%	>90%	20-29%	<10%	>90%	+	38	CSS	SS	NA	NA
AUSMDU00009406	2016_11	2016	11	S. sonnei	3.4.1	Latin America III	strong	0	0	0	0	0	0	0	NA	NA	NA	dfrA14	NA	"aadA1,aph(6)-Id"	sul2	tet(B)	NA	NA	catA1	blaOXA-1	NA	NA	<10%	70-79%	30-39%	>90%	<10%	+	0	CSS	SS	NA	NA
AUSMDU00009407	2016_11	2016	11	S. sonnei	3.7.29.1.2.1	Global III VN2.MSM2.Aus	strong	1	0	1	0	0	0	0	NA	gyrA_S83L	sat2	dfrA1	NA	"aadA1,aadA5,aph(3'')-Ib,aph(6)-Id"	"sul1,sul2"	NA	"erm(B)*,mph(A)"	NA	NA	NA	NA	NA	<10%	>90%	20-29%	<10%	>90%	+	0	CSS	SS	NA	NA
AUSMDU00009408	2016_11	2016	11	S. sonnei	3.7.29.1.2.1	Global III VN2.MSM2.Aus	strong	1	0	1	0	0	0	0	NA	gyrA_S83L	sat2	"dfrA1,dfrA17"	NA	"aadA1,aadA5,aph(3'')-Ib,aph(6)-Id"	"sul1,sul2"	tet(A)	"erm(B)*,mph(A)"	NA	NA	blaTEM-1	NA	NA	<10%	>90%	20-29%	<10%	>90%	+	0	CSS	SS	NA	NA
AUSMDU00010007	2016_12	2016	12	S. sonnei	2.4.2	-	strong	0	0	0	0	0	0	0	NA	NA	NA	dfrA14	NA	aph(6)-Id	sul2	NA	NA	NA	NA	NA	NA	NA	<10%	70-79%	<10%	<10%	60-69%	+	0	CSS	SS	NA	NA
AUSMDU00009409	2016_12	2016	12	S. sonnei	3.7.29.1.2.1	Global III VN2.MSM2.Aus	strong	1	0	1	0	0	0	0	NA	gyrA_S83L	sat2	"dfrA1,dfrA17"	NA	"aadA1,aadA5,aph(3'')-Ib,aph(6)-Id"	"sul1,sul2"	tet(A)	"erm(B)*,mph(A)"	NA	NA	blaTEM-1	NA	NA	<10%	>90%	20-29%	<10%	>90%	+	0	CSS	SS	NA	NA
AUSMDU00009410	2016_12	2016	12	S. sonnei	3.6.1	CipR_parent	strong	1	0	1	0	0	0	0	blaCTX-M-15	gyrA_S83L	sat2	dfrA1*	NA	"aph(3'')-Ib*,aph(6)-Id"	sul2	tet(A)	NA	aac(3)-IId	NA	blaTEM-1	NA	NA	<10%	>90%	30-39%	>90%	10-19%	+	0	CSS	SS	NA	NA
AUSMDU00009413	2016_12	2016	12	S. sonnei	3.7.29.1.2.1	Global III VN2.MSM2.Aus	strong	1	0	1	0	0	0	0	NA	gyrA_S83L	sat2	"dfrA1,dfrA17"	NA	"aadA1,aadA5,aph(3'')-Ib"	"sul1,sul2"	tet(A)	"erm(B)*,mph(A)"	NA	NA	blaTEM-1	NA	NA	<10%	>90%	20-29%	<10%	>90%	+	0	CSS	SS	NA	NA
AUSMDU00009414	2016_12	2016	12	S. sonnei	3.7.30.4.1	Global III OJC	strong	0	0	0	0	0	0	0	NA	NA	sat2	dfrA1	NA	aadA1	NA	NA	NA	NA	NA	NA	NA	NA	<10%	<10%	>90%	>90%	10-19%	+	0	CSS	SS	NA	NA
AUSMDU00009415	2016_12	2016	12	S. sonnei	2.7.1	-	strong	0	0	0	0	0	0	0	NA	NA	NA	dfrA14	NA	aph(6)-Id	NA	NA	NA	NA	NA	NA	NA	NA	<10%	70-79%	<10%	>90%	<10%	+	0	CSS	SS	NA	NA
AUSMDU00009418	2016_12	2016	12	S. sonnei	3.7.29.1.2.1	Global III VN2.MSM2.Aus	strong	1	0	1	0	0	0	0	NA	gyrA_S83L	sat2	"dfrA1,dfrA17"	NA	"aadA1,aadA5"	sul1	NA	"erm(B)*,mph(A)"	NA	NA	blaTEM-1	NA	NA	<10%	<10%	10-19%	<10%	>90%	+	0	CSS	SS	NA	NA
AUSMDU00009419	2016_12	2016	12	S. sonnei	2.1.7	-	strong	0	0	0	0	0	0	0	NA	NA	NA	dfrA14	NA	NA	sul2	NA	NA	NA	NA	blaTEM-1	NA	NA	<10%	30-39%	>90%	>90%	10-19%	+	0	CSS	SS	NA	NA
AUSMDU00010009	2016_12	2016	12	S. sonnei	3.6.1.1	CipR	strong	3	1	1	0	1	0	0	blaCTX-M-15	"gyrA_S83L,parC_S80I"	sat2	dfrA1*	gyrA_D87G	"aph(3'')-Ib*,aph(6)-Id"	NA	tet(A)	NA	NA	NA	NA	NA	NA	<10%	>90%	30-39%	>90%	10-19%	+	0	CSS	SS	NA	NA
AUSMDU00010010	2016_12	2016	12	S. sonnei	3.7.29.1.2.1	Global III VN2.MSM2.Aus	strong	1	0	1	0	0	0	0	NA	gyrA_S83L	sat2	"dfrA1,dfrA17"	NA	"aadA1,aadA5,aph(3'')-Ib,aph(6)-Id"	"sul1,sul2"	tet(A)	"erm(B)*,mph(A)"	NA	NA	blaTEM-1	NA	NA	<10%	>90%	20-29%	<10%	>90%	+	0	CSS	SS	NA	NA
AUSMDU00010012	2016_12	2016	12	S. sonnei	3.7.29.1.2.1	Global III VN2.MSM2.Aus	strong	1	0	1	0	0	0	0	NA	gyrA_S83L	sat2	"dfrA1,dfrA17"	NA	"aadA1,aadA5"	sul1	NA	"erm(B)*,mph(A)"	NA	NA	blaTEM-1	NA	NA	70-79%	<10%	20-29%	<10%	>90%	+	38	CSS	SS	SS	NA
AUSMDU00009588	2017_01	2017	1	S. sonnei	3.7.29.1.1.2	Global III VN4	strong	1	0	0	0	0	0	1	blaCTX-M-15	gyrA_D87Y	sat2	dfrA1	NA	"aadA1,aph(3'')-Ib,aph(6)-Id"	NA	tet(A)	NA	NA	NA	blaTEM-1	NA	NA	<10%	>90%	30-39%	<10%	10-19%	+	0	CSS	SS	NA	NA
AUSMDU00010018	2017_01	2017	1	S. sonnei	3.7.29.1.2.1	Global III VN2.MSM2.Aus	strong	1	0	1	0	0	0	0	NA	gyrA_S83L	sat2	"dfrA1,dfrA17"	NA	"aadA1,aadA5"	sul1	NA	"erm(B)*,mph(A)"	NA	NA	blaTEM-1	NA	NA	70-79%	<10%	20-29%	<10%	>90%	+	38	CSS	SS	SS	NA
AUSMDU00010019	2017_01	2017	1	S. sonnei	3.7.29.1.4.1	Global III VN2.KH1.Aus	strong	1	0	1	0	0	0	0	blaCTX-M-27	gyrA_S83L	sat2	dfrA1	NA	"aadA1,aph(3'')-Ib,aph(6)-Id"	sul2	tet(A)	"erm(B)*,mph(A)"	NA	NA	NA	NA	NA	<10%	50-59%	30-39%	>90%	80-89%	+	0	CSS	SS	NA	NA
AUSMDU00010020	2017_01	2017	1	S. sonnei	3.7.6	Global III	strong	1	0	1	0	0	0	0	blaCTX-M-14	gyrA_S83L	sat2	"dfrA1,dfrA17"	NA	"aadA1,aadA5,aph(3'')-Ib"	"sul1,sul2"	tet(A)	mph(A)	aac(3)-IId	NA	NA	NA	NA	<10%	>90%	30-39%	>90%	20-29%	+	0	CSS	SS	NA	NA
AUSMDU00009589	2017_01	2017	1	S. sonnei	3.6.1.1	CipR	strong	3	1	1	0	1	0	0	NA	"gyrA_S83L,parC_S80I"	sat2	dfrA1*	gyrA_D87G	NA	NA	NA	NA	NA	NA	NA	NA	NA	<10%	<10%	20-29%	>90%	10-19%	+	0	CSS	SS	NA	NA
AUSMDU00010023	2017_01	2017	1	S. sonnei	3.6.1.1.1	CipR.SEA	strong	3	1	1	0	1	0	0	NA	"gyrA_S83L,parC_S80I"	sat2	dfrA1*	gyrA_D87G	"aph(3'')-Ib*,aph(6)-Id"	sul2	tet(A)	NA	NA	NA	NA	NA	NA	60-69%	>90%	30-39%	>90%	20-29%	+	38	CSS	SS	NA	NA
AUSMDU00010024	2017_01	2017	1	S. sonnei	3.7.18	Global III	strong	0	0	0	0	0	0	0	NA	NA	sat2	dfrA1	NA	"aadA1,aph(3'')-Ib"	sul2	tet(A)	NA	NA	NA	NA	NA	NA	<10%	>90%	30-39%	>90%	<10%	+	0	CSS	SS	NA	NA
AUSMDU00010026	2017_01	2017	1	S. sonnei	3.7.29.1.2.1	Global III VN2.MSM2.Aus	strong	1	0	1	0	0	0	0	NA	gyrA_S83L	sat2	"dfrA1,dfrA17"	NA	"aadA1,aadA5,aph(3'')-Ib,aph(6)-Id"	"sul1,sul2"	tet(A)	"erm(B)*,mph(A)"	NA	NA	blaTEM-1	NA	NA	<10%	>90%	20-29%	<10%	>90%	+	0	CSS	SS	NA	NA
AUSMDU00010027	2017_01	2017	1	S. sonnei	3.6.1.1	CipR	strong	3	1	1	0	1	0	0	NA	"gyrA_S83L,parC_S80I"	sat2	dfrA1*	gyrA_D87G	"aph(3'')-Ib*,aph(6)-Id"	sul2	tet(A)	NA	NA	NA	NA	NA	blaEC*	<10%	>90%	30-39%	>90%	<10%	+	0	CSS	SS	NA	NA
AUSMDU00010028	2017_01	2017	1	S. sonnei	3.7.29.1.2.1	Global III VN2.MSM2.Aus	strong	1	0	1	0	0	0	0	NA	gyrA_S83L	sat2	"dfrA1,dfrA17"	NA	"aadA1,aadA5,aph(3'')-Ib"	"sul1,sul2"	tet(A)	mph(A)	NA	NA	blaTEM-1	NA	NA	60-69%	>90%	20-29%	<10%	>90%	+	37	CSS	SS	NA	NA
AUSMDU00010029	2017_01	2017	1	S. sonnei	2.4.3	-	strong	0	0	0	0	0	0	0	NA	NA	NA	dfrA14	NA	aph(6)-Id	sul2	NA	NA	NA	NA	NA	NA	NA	<10%	70-79%	<10%	<10%	<10%	+	0	CSS	SS	NA	NA
AUSMDU00010077	2017_01	2017	1	S. sonnei	3.6.4	Central Asia III	strong	0	0	0	0	0	0	0	NA	NA	sat2	dfrA1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	<10%	<10%	30-39%	>90%	10-19%	+	0	CSS	SS	NA	NA
AUSMDU00010032	2017_01	2017	1	S. sonnei	3.7.29.1.2.1	Global III VN2.MSM2.Aus	strong	1	0	1	0	0	0	0	NA	gyrA_S83L	sat2	"dfrA1,dfrA17"	NA	"aadA1,aadA5,aph(3'')-Ib,aph(6)-Id"	"sul1,sul2"	tet(A)	"erm(B)*,mph(A)"	NA	NA	blaTEM-1	NA	NA	<10%	>90%	20-29%	<10%	>90%	+	0	CSS	SS	NA	NA
AUSMDU00010083	2017_02	2017	2	S. sonnei	3.7.29.1.2.1	Global III VN2.MSM2.Aus	strong	1	0	1	0	0	0	0	NA	gyrA_S83L	sat2	"dfrA1,dfrA17"	NA	"aadA1,aadA5,aph(3'')-Ib,aph(6)-Id"	"sul1,sul2"	tet(A)	"erm(B)*,mph(A)"	NA	NA	blaTEM-1	NA	NA	70-79%	>90%	20-29%	<10%	>90%	+	38	CSS	SS	SS	NA
AUSMDU00010084	2017_02	2017	2	S. sonnei	2.4.3	-	strong	0	0	0	0	0	0	0	NA	NA	NA	dfrA14	NA	aph(6)-Id	sul2	NA	NA	NA	NA	NA	NA	NA	10-19%	70-79%	<10%	<10%	60-69%	+	0	CSS	SS	NA	NA
AUSMDU00010086	2017_02	2017	2	S. sonnei	3.6.1	CipR_parent	strong	1	0	1	0	0	0	0	NA	gyrA_S83L	sat2	dfrA1	NA	"aph(3'')-Ib*,aph(6)-Id"	sul2	tet(A)	NA	NA	NA	NA	NA	NA	<10%	>90%	30-39%	>90%	<10%	+	0	CSS	SS	NA	NA
AUSMDU00010089	2017_02	2017	2	S. sonnei	3.6.1	CipR_parent	strong	1	0	1	0	0	0	0	NA	gyrA_S83L	sat2	dfrA1	NA	aph(3'')-Ib*	sul2	tet(A)	NA	NA	NA	NA	NA	NA	<10%	>90%	30-39%	>90%	<10%	+	0	CSS	SS	NA	NA
AUSMDU00010094	2017_02	2017	2	S. sonnei	3.6.4	Central Asia III	strong	0	0	0	0	0	0	0	NA	NA	sat2	dfrA1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	<10%	<10%	30-39%	>90%	10-19%	+	0	CSS	SS	NA	NA
AUSMDU00010095	2017_02	2017	2	S. sonnei	3.7.29.1.2.1	Global III VN2.MSM2.Aus	strong	1	0	1	0	0	0	0	NA	gyrA_S83L	sat2	"dfrA1,dfrA17"	NA	"aadA1,aadA5"	sul1	NA	"erm(B)*,mph(A)"	NA	NA	blaTEM-1	NA	NA	<10%	<10%	20-29%	<10%	>90%	+	0	CSS	SS	NA	NA
AUSMDU00006624	2017_03	2017	3	S. sonnei	3.6.1.1.1	CipR.SEA	strong	3	1	1	0	1	0	0	blaCTX-M-55	"gyrA_S83L,parC_S80I"	sat2	dfrA1*	gyrA_D87G	"aph(3'')-Ib*,aph(6)-Id"	sul2	tet(A)	mph(A)	aac(3)-IIe	NA	NA	NA	NA	<10%	>90%	30-39%	>90%	20-29%	+	0	CSS	SS	NA	NA
AUSMDU00009183	2017_02	2017	2	S. sonnei	3.7.29.1.2.1	Global III VN2.MSM2.Aus	strong	1	0	1	0	0	0	0	NA	gyrA_S83L	sat2	"dfrA1,dfrA17"	NA	"aadA1,aadA5,aph(3'')-Ib,aph(6)-Id"	"sul1,sul2"	tet(A)	"erm(B)*,mph(A)"	NA	NA	blaTEM-1	NA	NA	<10%	>90%	20-29%	<10%	>90%	+	0	CSS	SS	NA	NA
AUSMDU00006660	2017_03	2017	3	S. sonnei	3.6.1	CipR_parent	strong	1	0	1	0	0	0	0	NA	gyrA_S83L	sat2	dfrA1*	NA	"aph(3'')-Ib*,aph(6)-Id"	sul2	tet(A)	NA	NA	NA	NA	NA	NA	<10%	>90%	30-39%	>90%	<10%	+	0	CSS	SS	NA	NA
AUSMDU00006669	2017_03	2017	3	S. sonnei	2.7.4	-	strong	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	"aadA1,aph(6)-Id*"	sul2	tet(B)	NA	NA	catA1	blaOXA-1	NA	NA	<10%	70-79%	<10%	<10%	<10%	+	0	CSS	SS	NA	NA
AUSMDU00006670	2017_03	2017	3	S. sonnei	2.4.3	-	strong	0	0	0	0	0	0	0	NA	NA	NA	dfrA14	NA	aph(6)-Id	sul2	NA	NA	NA	NA	NA	NA	NA	<10%	70-79%	<10%	<10%	60-69%	+	0	CSS	SS	NA	NA
AUSMDU00006678	2017_03	2017	3	S. sonnei	3.6.1.1	CipR	strong	3	1	1	0	1	0	0	NA	"gyrA_S83L,parC_S80I"	sat2	dfrA1*	gyrA_D87G	"aph(3'')-Ib*,aph(6)-Id"	sul2	tet(A)	NA	NA	NA	NA	NA	NA	60-69%	>90%	30-39%	>90%	20-29%	+	38	CSS	SS	NA	NA
AUSMDU00010097	2017_03	2017	3	S. sonnei	3.7.3	Global III	strong	0	0	0	0	0	0	0	NA	NA	sat2	dfrA1	NA	"aadA1,aph(3'')-Ib,aph(6)-Id"	sul2	tet(A)*	NA	NA	NA	NA	NA	NA	70-79%	>90%	>90%	>90%	20-29%	+	38	CSS	SS	SS	NA
AUSMDU00010098	2017_03	2017	3	S. sonnei	3.7.3	Global III	strong	0	0	0	0	0	0	0	NA	NA	sat2	dfrA1	NA	aadA1	NA	NA	NA	NA	NA	NA	NA	NA	70-79%	<10%	>90%	<10%	20-29%	+	38	CSS	SS	SS	NA
AUSMDU00007205	2017_03	2017	3	S. sonnei	2.7.1	-	strong	0	0	0	0	0	0	0	NA	NA	NA	dfrA14	NA	NA	sul2	NA	NA	NA	NA	NA	NA	NA	<10%	70-79%	<10%	>90%	<10%	+	0	CSS	SS	NA	NA
AUSMDU00007208	2017_04	2017	4	S. sonnei	2.7.1	-	strong	0	0	0	0	0	0	0	NA	NA	NA	dfrA14	NA	NA	sul2	NA	NA	NA	NA	NA	NA	NA	<10%	70-79%	<10%	>90%	<10%	+	0	CSS	SS	NA	NA
AUSMDU00007321	2017_04	2017	4	S. sonnei	3.7.29.1.2.1	Global III VN2.MSM2.Aus	strong	1	0	1	0	0	0	0	NA	gyrA_S83L	sat2	"dfrA1,dfrA17"	NA	"aadA1,aadA5,aph(3'')-Ib,aph(6)-Id"	"sul1,sul2"	tet(A)	mph(A)	NA	NA	blaTEM-1	NA	NA	<10%	>90%	20-29%	<10%	>90%	+	0	CSS	SS	NA	NA
AUSMDU00007327	2017_04	2017	4	S. sonnei	3.6.1.1	CipR	strong	3	1	1	0	1	0	0	NA	"gyrA_S83L,parC_S80I"	sat2	dfrA1*	gyrA_D87G	NA	NA	NA	NA	NA	NA	NA	NA	NA	<10%	<10%	30-39%	>90%	<10%	+	0	CSS	SS	NA	NA
AUSMDU00007328	2017_04	2017	4	S. sonnei	2.7.3	-	strong	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	<10%	<10%	<10%	>90%	<10%	+	0	CSS	SS	NA	NA
AUSMDU00007329	2017_05	2017	5	S. sonnei	3.7.29.1.2.1	Global III VN2.MSM2.Aus	strong	1	0	1	0	0	0	0	NA	gyrA_S83L	sat2	"dfrA1,dfrA17"	NA	"aadA1,aadA5"	sul1	NA	"erm(B)*,mph(A)"	NA	NA	blaTEM-1	NA	NA	<10%	<10%	10-19%	<10%	>90%	+	0	CSS	SS	NA	NA
AUSMDU00007330	2017_04	2017	4	S. sonnei	3.6.1.1	CipR	strong	3	1	1	0	1	0	0	NA	"gyrA_S83L,parC_S80I"	sat2	dfrA1*	gyrA_D87G	"aph(3'')-Ib*,aph(6)-Id"	sul2	tet(A)	NA	NA	NA	NA	NA	NA	<10%	>90%	30-39%	>90%	<10%	+	0	CSS	SS	NA	NA
AUSMDU00009186	2017_04	2017	4	S. sonnei	2.7.2	-	strong	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	<10%	<10%	<10%	>90%	<10%	+	0	CSS	SS	NA	NA
AUSMDU00008243	2017_05	2017	5	S. sonnei	2.11.4	Latin America IIb	strong	0	0	0	0	0	0	0	NA	NA	NA	dfrA8	NA	"aph(3'')-Ib,aph(6)-Id"	sul2	NA	NA	NA	NA	blaTEM-1	NA	NA	<10%	30-39%	>90%	>90%	40-49%	+	0	CSS	SS	NA	NA
AUSMDU00009187	2017_05	2017	5	S. sonnei	3.7.29.1.2.1	Global III VN2.MSM2.Aus	strong	1	0	1	0	0	0	0	NA	gyrA_S83L	sat2	"dfrA1,dfrA17"	NA	"aadA1,aadA5"	sul1	NA	"erm(B)*,mph(A)"	NA	NA	blaTEM-1	NA	NA	<10%	<10%	20-29%	<10%	>90%	+	0	CSS	SS	NA	NA
AUSMDU00007992	2017_05	2017	5	S. sonnei	3.6.1.1	CipR	strong	3	1	1	0	1	0	0	NA	"gyrA_S83L,parC_S80I"	sat2	dfrA1*	gyrA_D87G	NA	NA	NA	NA	NA	NA	NA	NA	NA	<10%	<10%	30-39%	>90%	<10%	+	0	CSS	SS	NA	NA
AUSMDU00018981	2017_05	2017	5	S. sonnei	3.7.29.1.2.1	Global III VN2.MSM2.Aus	strong	1	0	1	0	0	0	0	NA	gyrA_S83L	sat2	"dfrA1,dfrA17"	NA	"aadA1,aadA5"	sul1	NA	"erm(B)*,mph(A)"	NA	NA	blaTEM-1	NA	NA	70-79%	<10%	10-19%	<10%	>90%	+	38	CSS	SS	SS	NA
AUSMDU00007980	2017_05	2017	5	S. sonnei	3.7.29.1.2.1	Global III VN2.MSM2.Aus	strong	1	0	1	0	0	0	0	NA	gyrA_S83L	sat2	"dfrA1,dfrA17"	NA	"aadA1,aadA5"	sul1	NA	"erm(B)*,mph(A)"	NA	NA	blaTEM-1	NA	NA	<10%	<10%	20-29%	<10%	>90%	+	0	CSS	SS	NA	NA
AUSMDU00007990	2017_05	2017	5	S. sonnei	3.6.1.1.3	CipR	strong	3	1	1	0	1	0	0	NA	"gyrA_S83L,parC_S80I"	sat2	dfrA1*	gyrA_D87G	"aph(3'')-Ib*,aph(6)-Id"	NA	tet(A)	"erm(B)*,mph(A)"	NA	NA	NA	blaTEM-190	NA	<10%	>90%	30-39%	>90%	70-79%	+	0	CSS	SS	NA	NA
AUSMDU00007994	2017_05	2017	5	S. sonnei	2.11.4	Latin America IIb	strong	0	0	0	0	0	0	0	NA	NA	NA	dfrA8	NA	"aph(3'')-Ib,aph(6)-Id"	sul2	NA	NA	NA	NA	blaTEM-1	NA	NA	<10%	30-39%	>90%	>90%	40-49%	+	0	CSS	SS	NA	NA
AUSMDU00016815	2017_05	2017	5	S. sonnei	3.6.1.1	CipR	strong	3	1	1	0	0	1	0	NA	"gyrA_D87N,gyrA_S83L,parC_S80I"	sat2	dfrA1*	NA	"aph(3'')-Ib*,aph(6)-Id"	sul2	tet(A)	NA	NA	NA	NA	NA	NA	<10%	>90%	30-39%	>90%	<10%	+	0	CSS	SS	NA	NA
AUSMDU00016816	2017_06	2017	6	S. sonnei	3.7.29.1.2.1	Global III VN2.MSM2.Aus	strong	1	0	1	0	0	0	0	NA	gyrA_S83L	sat2	"dfrA1,dfrA17"	NA	"aadA1,aadA5"	sul1	NA	"erm(B)*,mph(A)"	NA	NA	blaTEM-1	NA	NA	<10%	<10%	20-29%	<10%	>90%	+	0	CSS	SS	NA	NA
AUSMDU00009421	2017_06	2017	6	S. sonnei	3.7.29.1.4.1	Global III VN2.KH1.Aus	strong	1	0	1	0	0	0	0	blaCTX-M-27	gyrA_S83L	sat2	dfrA1	NA	"aadA1,aph(3'')-Ib,aph(6)-Id"	sul2	tet(A)	"erm(B)*,mph(A)"	NA	NA	NA	NA	NA	<10%	60-69%	20-29%	>90%	80-89%	+	0	CSS	SS	NA	NA
AUSMDU00008584	2017_06	2017	6	S. sonnei	3.6.1.1	CipR	strong	3	1	1	0	1	0	0	NA	"gyrA_S83L,parC_S80I"	sat2	dfrA1*	gyrA_D87G	NA	NA	NA	NA	NA	NA	NA	NA	NA	<10%	<10%	20-29%	>90%	<10%	+	0	CSS	SS	NA	NA
AUSMDU00008600	2017_06	2017	6	S. sonnei	2.7.3	-	strong	0	0	0	0	0	0	0	NA	NA	NA	dfrA14	NA	aph(6)-Id*	sul2	NA	NA	NA	NA	NA	NA	NA	<10%	70-79%	<10%	>90%	60-69%	+	0	CSS	SS	NA	NA
AUSMDU00008605	2017_06	2017	6	S. sonnei	3.6.1	CipR_parent	strong	1	0	1	0	0	0	0	NA	gyrA_S83L	sat2	dfrA1	NA	"aph(3'')-Ib*,aph(6)-Id*"	sul2	tet(A)	NA	NA	NA	NA	NA	NA	<10%	>90%	30-39%	>90%	10-19%	+	0	CSS	SS	NA	NA
AUSMDU00008652	2017_06	2017	6	S. sonnei	3.7.29.1.2.1	Global III VN2.MSM2.Aus	strong	1	0	1	0	0	0	0	NA	gyrA_S83L	sat2	"dfrA1,dfrA17"	NA	"aadA1,aadA5"	sul1	NA	"erm(B)*,mph(A)"	NA	NA	blaTEM-1	NA	NA	<10%	<10%	20-29%	<10%	>90%	+	0	CSS	SS	NA	NA
AUSMDU00008733	2017_07	2017	7	S. sonnei	3.7.29.1.2.1	Global III VN2.MSM2.Aus	strong	1	0	1	0	0	0	0	NA	gyrA_S83L	sat2	"dfrA1,dfrA17"	NA	"aadA1,aadA5"	sul1	NA	"erm(B)*,mph(A)"	NA	NA	blaTEM-1	NA	NA	<10%	<10%	10-19%	<10%	>90%	+	0	CSS	SS	NA	NA
AUSMDU00008735	2017_07	2017	7	S. sonnei	3.7.29.1.2.1	Global III VN2.MSM2.Aus	strong	1	0	1	0	0	0	0	NA	gyrA_S83L	sat2	"dfrA1,dfrA17"	NA	"aadA1,aadA5"	sul1	NA	mph(A)	NA	NA	blaTEM-1	NA	NA	<10%	<10%	20-29%	<10%	>90%	+	0	CSS	SS	NA	NA
AUSMDU00008737	2017_07	2017	7	S. sonnei	3.7.29.1.2.1	Global III VN2.MSM2.Aus	strong	1	0	1	0	0	0	0	NA	gyrA_S83L	sat2	"dfrA1,dfrA17"	NA	"aadA1,aadA5"	sul1	NA	"erm(B)*,mph(A)"	NA	NA	blaTEM-1	NA	NA	<10%	<10%	20-29%	<10%	>90%	+	0	CSS	SS	NA	NA
AUSMDU00008740	2017_07	2017	7	S. sonnei	3.7.29.1.2.1	Global III VN2.MSM2.Aus	strong	1	0	1	0	0	0	0	NA	gyrA_S83L	sat2	"dfrA1,dfrA17"	NA	"aadA1,aadA5"	sul1	NA	"erm(B)*,mph(A)"	NA	NA	blaTEM-1	NA	NA	<10%	<10%	20-29%	<10%	>90%	+	0	CSS	SS	NA	NA
AUSMDU00008935	2017_07	2017	7	S. sonnei	2.7.4	-	strong	0	0	0	0	0	0	0	NA	NA	NA	dfrA14	NA	"aadA1,aph(6)-Id*"	sul2	tet(B)	NA	NA	catA1	blaOXA-1	NA	NA	70-79%	70-79%	<10%	<10%	20-29%	+	38	CSS	SS	SS	NA
AUSMDU00008964	2017_07	2017	7	S. sonnei	3.7.3	Global III	strong	0	0	0	0	0	0	0	NA	NA	sat2	dfrA1	NA	aadA1	NA	NA	NA	NA	NA	NA	NA	NA	<10%	<10%	>90%	>90%	<10%	+	0	CSS	SS	NA	NA
AUSMDU00008965	2017_07	2017	7	S. sonnei	3.6.1.1	CipR	strong	3	1	1	0	1	0	0	NA	"gyrA_S83L,parC_S80I"	sat2	dfrA1*	gyrA_D87G	"aph(3'')-Ib*,aph(6)-Id"	sul2	tet(A)	NA	NA	NA	NA	NA	NA	<10%	>90%	30-39%	>90%	<10%	+	0	CSS	SS	NA	NA
